"PC1","PC2","LESIONS","ROI"
12.4595711186438,1.8162124614155,"STIC.C","Stroma"
2.8462207624067,-0.0683199775370036,"STIC.C","Epithelial"
15.1001050394549,3.72749276547615,"STIC.C","Stroma"
5.18298161794072,2.73828144012748,"STIC.C","Epithelial"
-1.08604710717612,-0.100750943182856,"STIC.C","Epithelial"
2.66590786514112,1.29042274968253,"STIC.C","Stroma"
3.89649113338926,3.45343312717858,"STIC.C","Epithelial"
1.56854422460018,-0.341048255540439,"STIC.C","Stroma"
12.1241069633853,5.08890582217008,"STIC.C","Stroma"
-1.21231419658477,-0.252220390029595,"STIC.C","Epithelial"
-0.385622438929045,-0.808186612481545,"STIC.C","Epithelial"
3.16432819710888,0.937941500071218,"STIC.C","Stroma"
-1.20861027385734,0.409170639958127,"STIC.C","Epithelial"
-0.356814275432956,-0.390013741475434,"STIC.C","Epithelial"
1.69170270834174,1.02420786208618,"STIC.C","Stroma"
-0.22409921101096,-0.809657310880904,"STIC.C","Epithelial"
1.12447361733774,0.645438036456334,"STIC.C","Stroma"
-0.402958881807711,0.173724829407771,"STIC.C","Epithelial"
-0.439705945691408,-0.135569033076154,"Inv Cancer","Epithelial"
7.72114630443557,-0.256028027347775,"Inv Cancer","Stroma"
-0.150558235865154,-0.937796476580982,"Inv Cancer","Epithelial"
9.09253848615717,-0.908337205905833,"Inv Cancer","Stroma"
2.14080856638728,-5.00721718435822,"Inv Cancer","Epithelial"
-0.0631542778761289,-0.871418303196397,"Inv Cancer","Epithelial"
0.821281636675419,-1.30285750987628,"Inv Cancer","Epithelial"
11.5493844549528,1.44950619459754,"Inv Cancer","Stroma"
-0.353234178401801,-0.189680861034463,"Inv Cancer","Epithelial"
11.1627415167618,-0.360084931021952,"Inv Cancer","Stroma"
-0.753874807298892,-0.214861396601706,"Inv Cancer","Epithelial"
8.19486655406226,-0.256969030602375,"Inv Cancer","Stroma"
-1.90053120266593,-0.18939270708488,"Inv Cancer","Epithelial"
-1.23966556029354,-0.436394439415073,"Inv Cancer","Epithelial"
-0.354248279862082,-0.354291682602338,"STIC.C","Stroma"
-2.5369055513504,-0.240535519672553,"Inv Cancer","Epithelial"
-2.35042290745863,-0.388880555991518,"Inv Cancer","Epithelial"
-2.47050366011116,-0.511326735144779,"Inv Cancer","Epithelial"
2.16931145582665,-2.90238099521142,"Inv Cancer","Epithelial"
