"tSNE1","tSNE2","LESIONS","ROI","BRCA"
23.5765302346061,-2.82392801271542,"Incidental FT","Stroma","BRCA2"
9.82454756473541,3.42238777650231,"Incidental FT","Epithelial","BRCA2"
16.1869415763541,-6.56312758441041,"Incidental FT","Stroma","BRCA2"
7.85160320868842,6.82052502275876,"Incidental p53sig","Epithelial","BRCA2"
7.39014141986534,5.13754147925828,"Incidental p53sig","Epithelial","BRCA2"
6.58656458929407,2.1628646082219,"Incidental p53sig","Epithelial","BRCA2"
4.93138995976156,1.57577498228602,"Incidental p53sig","Epithelial","BRCA2"
8.1840382222073,5.20490305548046,"Incidental p53sig","Stroma","BRCA2"
12.6279424888058,-16.8213902205328,"Incidental p53sig","Stroma","BRCA2"
12.6649479662851,-16.7924132566363,"Incidental p53sig","Stroma","BRCA2"
12.0758759621812,1.72615313365951,"Incidental p53sig","Epithelial","BRCA2"
11.6431730161854,2.00411450188679,"Incidental p53sig","Epithelial","BRCA2"
12.6964145358929,2.85993309278596,"Incidental STIC","Epithelial","BRCA1"
17.4517639977676,-3.4295224567454,"Incidental STIC","Stroma","BRCA1"
8.54709288220548,12.3843003642405,"Incidental STIC","Epithelial","BRCA1"
16.9059473848078,-3.94242387035584,"Incidental STIC","Stroma","BRCA1"
7.98359130663239,12.2305734265944,"Incidental STIC","Epithelial","BRCA1"
15.2170039392567,-2.65548918253046,"Incidental STIC","Stroma","BRCA1"
7.79696853842742,12.1640691084015,"Incidental STIC","Epithelial","BRCA1"
16.0046786379443,-1.80788387967605,"Incidental STIC","Stroma","BRCA1"
7.85336032773552,12.2004493961061,"Incidental STIC","Epithelial","BRCA1"
18.9844273160491,-3.60013539181438,"Incidental STIC","Stroma","BRCA1"
7.49850521855271,11.9087543180938,"Incidental STIC","Epithelial","BRCA1"
20.556367936089,-6.72099688710466,"Incidental STIC","Stroma","BRCA1"
13.6078352065426,-1.94100094413135,"Incidental FT","Epithelial","BRCA1"
20.714904509436,-8.59611412681153,"Incidental FT","Stroma","BRCA1"
15.5937865815526,-4.50990658160749,"Incidental FT","Epithelial","BRCA1"
20.494597175698,-8.21461206447594,"Incidental FT","Stroma","BRCA1"
22.1239071175973,-4.39462421673744,"Incidental Fimbriae","Epithelial","BRCA1"
17.9478184677889,-5.36986191003446,"Incidental Fimbriae","Stroma","BRCA1"
20.3414823132788,-7.56059103687252,"Incidental Fimbriae","Stroma","BRCA1"
-1.48531713916761,4.21324507710535,"Incidental STIC","Epithelial","WT"
15.3766029418983,0.443000071264443,"Incidental STIC","Stroma","WT"
-1.48028299414191,4.43572005088299,"Incidental STIC","Epithelial","WT"
-1.44726615476798,4.41698974027991,"Incidental STIC","Epithelial","WT"
1.7129477739793,-0.00484821478548059,"Incidental Fimbriae","Epithelial","WT"
19.1969952234622,-0.755383092324116,"Incidental Fimbriae","Stroma","WT"
1.59458415579087,-0.116472001323876,"Incidental Fimbriae","Epithelial","WT"
1.7203406671046,0.0504024683695474,"Incidental Fimbriae","Epithelial","WT"
14.9284398658873,-1.02873670918946,"Incidental Fimbriae","Stroma","WT"
-0.312340944872873,5.74683902255688,"Incidental STIC","Epithelial","WT"
17.9860576142515,-1.44629876651204,"Incidental STIC","Stroma","WT"
0.308955891234857,5.88724323359841,"Incidental STIC","Epithelial","WT"
18.1426317550595,-2.90405324494817,"Incidental STIC","Stroma","WT"
6.50097518307291,5.02630220609753,"Incidental STIC","Epithelial","WT"
17.777526479897,-2.54007472249954,"Incidental STIC","Stroma","WT"
5.77202491367807,4.02099100911309,"Incidental STIC","Epithelial","WT"
7.5769110974765,4.09225036585953,"Incidental STIC","Epithelial","WT"
21.7266328909246,-7.70837313353858,"Incidental STIC","Stroma","WT"
6.07907999977682,2.62384500295718,"Incidental Fimbriae","Epithelial","WT"
17.1805443053915,-1.17740452806971,"Incidental Fimbriae","Stroma","WT"
5.09287137482275,3.78050347776312,"Incidental Fimbriae","Epithelial","WT"
17.7843562890923,-0.802821395879143,"Incidental Fimbriae","Stroma","WT"
3.91414954657959,0.992120963724107,"Incidental FT","Epithelial","WT"
19.6821417997294,-6.85902633773017,"Incidental FT","Stroma","WT"
3.78147605357441,0.367568118051426,"Incidental FT","Epithelial","WT"
20.8455367760846,-0.942043777828162,"Incidental FT","Stroma","WT"
3.58256905750773,0.693476934775088,"Incidental FT","Epithelial","WT"
21.4922941169452,-5.75660954003853,"Incidental FT","Stroma","WT"
1.60252326032931,6.19710811788778,"Incidental STIC","Epithelial","BRCA1"
15.8999726762566,-1.90703902031025,"Incidental STIC","Stroma","BRCA1"
1.7099729302692,5.18662005806554,"Incidental Fimbriae","Epithelial","BRCA1"
2.50811698684016,-1.09207771322855,"Incidental Fimbriae","Epithelial","BRCA1"
18.1121816478144,0.877755716452814,"Incidental STIC","Stroma","BRCA1"
5.28367242159984,2.54519238381544,"Incidental Fimbriae","Epithelial","BRCA1"
16.5156260684518,-2.33695137316306,"Incidental Fimbriae","Stroma","BRCA1"
5.73906620611872,3.07871170499752,"Incidental Fimbriae","Epithelial","BRCA1"
16.1873859417989,-3.06771464442514,"Incidental Fimbriae","Stroma","BRCA1"
5.2595302133354,2.73751412989986,"Incidental Fimbriae","Epithelial","BRCA1"
6.15575170626222,5.40861947774812,"Incidental Fimbriae","Stroma","BRCA1"
16.4848509881603,-2.61555328130349,"Incidental Fimbriae","Epithelial","BRCA1"
15.9617435747931,-3.28991848922785,"Incidental Fimbriae","Stroma","BRCA1"
6.67577953475765,7.91698146119923,"Incidental Fimbriae","Epithelial","BRCA1"
15.096797421127,-3.71093630099172,"Incidental Fimbriae","Stroma","BRCA1"
6.48466148286592,2.85514940425146,"Incidental Fimbriae","Epithelial","BRCA1"
16.4708728711464,-3.0408442579263,"Incidental Fimbriae","Stroma","BRCA1"
5.84051726860541,7.26880002705408,"Incidental FT","Epithelial","BRCA1"
18.8384458913295,-0.202244784379414,"Incidental FT","Stroma","BRCA1"
6.07237549094952,6.05921813213828,"Incidental FT","Epithelial","BRCA1"
16.7485096854734,0.349491419409661,"Incidental FT","Stroma","BRCA1"
5.26882278122552,7.75678732971883,"Incidental FT","Epithelial","BRCA1"
21.2124751985958,-5.22791497770748,"Incidental FT","Stroma","BRCA1"
6.36520491097982,6.03410121605112,"Incidental FT","Epithelial","BRCA1"
19.1297833992207,-0.872804253197006,"Incidental FT","Epithelial","BRCA1"
5.62485618099799,6.81366690606383,"Incidental FT","Stroma","BRCA1"
2.58915373715944,-5.03221989764387,"Incidental p53sig","Epithelial","BRCA1"
13.2880975204629,-7.93933969097499,"Incidental p53sig","Stroma","BRCA1"
2.74894404643497,-6.63547380426247,"Incidental FT","Epithelial","BRCA1"
2.8751243431988,-6.29725399845906,"Incidental p53sig","Epithelial","BRCA1"
3.76251543980073,-4.69755159512735,"Incidental FT","Epithelial","BRCA1"
19.2662376447549,-7.077122467879,"Incidental FT","Stroma","BRCA1"
2.83948728342328,-6.3384244922359,"Incidental FT","Epithelial","BRCA1"
9.78145423597388,-3.68939090717187,"Incidental FT","Stroma","BRCA1"
3.50230702055385,-3.77387101216473,"Incidental p53sig","Epithelial","BRCA1"
13.4103325965206,-8.00317167395388,"Incidental p53sig","Stroma","BRCA1"
7.86245431995506,-5.14882503212352,"Incidental p53sig","Epithelial","BRCA2"
5.97550311692602,-5.88005693884402,"Incidental p53sig","Epithelial","BRCA2"
12.1551069963445,-17.3324474735313,"Incidental p53sig","Epithelial","BRCA2"
21.101054857047,-2.8437723984071,"Incidental p53sig","Stroma","BRCA2"
16.3209906816251,-9.0679847386879,"Incidental p53sig","Epithelial","BRCA2"
6.23855215216061,-6.58273911130602,"Incidental p53sig","Epithelial","BRCA2"
6.23697308522709,-5.47030169834277,"Incidental p53sig","Epithelial","BRCA2"
20.7500321676628,-3.00109270235699,"Incidental p53sig","Stroma","BRCA2"
7.14889864071892,-6.38068890615327,"Incidental FT","Epithelial","BRCA2"
19.9542959326996,-3.77392857195408,"Incidental FT","Stroma","BRCA2"
6.61910658455347,-4.40282562351981,"Incidental FT","Epithelial","BRCA2"
13.9664860129291,-6.12862775693176,"Incidental FT","Stroma","BRCA2"
3.50353269927943,-9.46105193675664,"Incidental p53sig","Epithelial","BRCA1"
3.115198291617,-10.0754133596382,"Incidental p53sig","Epithelial","BRCA1"
3.75658446579506,-10.6464327076709,"Incidental p53sig","Epithelial","BRCA1"
5.00031717933489,-9.66161087768124,"Incidental p53sig","Epithelial","BRCA1"
4.4640679324748,-9.99071848466683,"Incidental p53sig","Epithelial","BRCA1"
4.40581922302276,-9.27267285967326,"Incidental p53sig","Epithelial","BRCA1"
4.03945432784964,-9.33463123119634,"Incidental p53sig","Epithelial","BRCA1"
3.89647496365355,-11.0126564572009,"Incidental Fimbriae","Epithelial","BRCA1"
3.2220741760864,-11.3978733523067,"Incidental Fimbriae","Epithelial","BRCA1"
11.9467576098065,-17.5527176451617,"Incidental Fimbriae","Stroma","BRCA1"
3.71425649040357,-11.659690069342,"Incidental Fimbriae","Epithelial","BRCA1"
17.135905357254,-7.29274616418466,"Incidental Fimbriae","Stroma","BRCA1"
3.21849655909664,-10.3937224025929,"Incidental p53sig","Epithelial","BRCA1"
3.12070660915391,-10.8689536503221,"Incidental p53sig","Epithelial","BRCA1"
3.8284411308519,-9.63966970744805,"Incidental Fimbriae","Epithelial","BRCA1"
4.79538887669125,-10.3538994724721,"Incidental Fimbriae","Epithelial","BRCA1"
4.43562711889257,-10.7078142729883,"Incidental Fimbriae","Epithelial","BRCA1"
4.41953459002501,-10.7284751346328,"Incidental Fimbriae","Epithelial","BRCA1"
3.99137757644257,-9.75379564871433,"Incidental Fimbriae","Epithelial","BRCA1"
9.16932985864272,-2.82218943623434,"Incidental Fimbriae","Stroma","BRCA1"
3.7284264116695,-10.3323302428108,"Incidental Fimbriae","Epithelial","BRCA1"
-1.23481559953932,1.32661217861729,"Incidental STIC","Epithelial","WT"
-1.21440756917472,1.30846958134668,"Incidental STIC","Epithelial","WT"
-1.25436957662554,1.34110000334563,"Incidental STIC","Epithelial","WT"
-2.68406275247646,-6.79211624032978,"Incidental STIC","Stroma","WT"
13.9635870347718,-8.76678057618101,"Incidental STIC","Stroma","WT"
3.79580733124766,-4.49505639251907,"Incidental FT","Epithelial","WT"
13.8861448410374,-7.67051598240157,"Incidental FT","Stroma","WT"
3.92090467750122,-5.72343946416999,"Incidental Fimbriae","Epithelial","WT"
12.3873971301747,-7.91092797429068,"Incidental Fimbriae","Stroma","WT"
10.9579639365196,-7.28693314133331,"Incidental Fimbriae","Stroma","WT"
4.67401462693741,-5.53537585847631,"Incidental Fimbriae","Epithelial","WT"
23.0195506569398,-6.04314330176517,"Incidental Fimbriae","Stroma","WT"
3.93256064772419,-4.74256748139122,"Incidental FT","Epithelial","WT"
14.02526376837,-7.6694632589604,"Incidental FT","Stroma","WT"
18.3591683999576,-7.19686516563828,"Inv Cancer","Epithelial","WT"
18.7223427308919,-7.75671285653109,"Inv Cancer","Stroma","WT"
13.1292661144324,-9.50289205500208,"Inv Cancer","Stroma","WT"
-6.24130138514453,3.76028942054696,"Inv Cancer","Epithelial","WT"
-6.1869574792046,3.72362869111724,"Inv Cancer","Epithelial","WT"
-6.28244931951497,3.78562043043636,"Inv Cancer","Epithelial","WT"
-6.17193449868633,3.6840791962907,"Inv Cancer","Epithelial","WT"
23.0614576636645,-4.26517317578575,"Inv Cancer","Stroma","WT"
22.6818963220205,-4.19328211300914,"Inv Cancer","Stroma","WT"
4.88784171383277,-4.36730564428973,"Fimbriae.C","Epithelial","WT"
4.77419719188197,-4.3487436021894,"Fimbriae.C","Epithelial","WT"
12.3708805034205,-8.35199342598769,"Fimbriae.C","Stroma","WT"
4.55286734892819,-4.22892132463309,"FT.C","Epithelial","WT"
9.93283790387746,-5.63106503957842,"Incidental STIC","Epithelial","WT"
-10.840989181282,3.21010183189415,"Incidental STIC","Epithelial","WT"
11.4107878164343,-5.71333003776594,"Incidental STIC","Stroma","WT"
-10.0437845528034,2.53113759044897,"Incidental STIC","Epithelial","WT"
11.7756733071814,-6.96782870546778,"Incidental STIC","Stroma","WT"
-10.3898318410763,2.67309525922914,"Incidental STIC","Epithelial","WT"
12.355517538819,-6.90053897551146,"Incidental STIC","Stroma","WT"
-10.8640190388269,2.86021186103247,"Incidental STIC","Epithelial","WT"
-11.0310847467636,2.75763626158537,"Incidental STIC","Epithelial","WT"
12.4533746429059,-6.23036709725954,"Incidental STIC","Stroma","WT"
-10.3717023766923,2.75827234998547,"Incidental STIC","Epithelial","WT"
-10.6404701602868,2.87806630585918,"Incidental STIC","Epithelial","WT"
-10.757438341182,2.239059213373,"Incidental STIC","Epithelial","WT"
12.072958679029,-5.93069533611723,"Incidental STIC","Stroma","WT"
6.96538959932504,-4.82392884253013,"Incidental Fimbriae","Epithelial","WT"
13.1112472399564,-6.32539190406207,"Incidental Fimbriae","Stroma","WT"
5.45462673688481,-7.18900200268172,"Incidental FT","Epithelial","WT"
7.81523693442556,-6.28572422328358,"Incidental FT","Epithelial","WT"
