"MDS1","MDS2","LESIONS","ROI","BRCA"
16.4081576281053,0.123907585615628,"Inv Cancer","Stroma","BRCA1 VUS"
-10.0754042742829,1.11854288122378,"STIC.C","Epithelial","BRCA1 VUS"
-4.52480502151148,2.58054300430468,"STIC.C","Epithelial","BRCA1 VUS"
6.21807038000553,-8.13933716996105,"Incidental FT","Epithelial","BRCA2"
23.499064144491,-2.12398127287292,"Incidental FT","Stroma","BRCA2"
-2.7343470081752,-10.6144523071348,"Incidental p53sig","Epithelial","BRCA2"
7.86662755457766,-8.91600739817512,"Incidental p53sig","Stroma","BRCA2"
-4.2790133501087,-8.79278985972291,"Incidental p53sig","Epithelial","BRCA2"
10.4349270136315,-9.42760677990796,"Incidental p53sig","Stroma","BRCA2"
1.55647431087972,-5.1617951718011,"Incidental p53sig","Epithelial","BRCA2"
12.3925024190338,-6.35146895188153,"Incidental p53sig","Stroma","BRCA2"
-2.5790891840595,-11.0415942394533,"Incidental FT","Epithelial","BRCA1"
7.73279917722446,-8.1395493439103,"Incidental FT","Stroma","BRCA1"
-1.00238469449063,-7.3970149990883,"Incidental FT","Epithelial","BRCA1"
18.7136446657537,-1.53862585840495,"Incidental FT","Stroma","BRCA1"
-5.80604195140521,-7.6972638389351,"Incidental p53sig","Epithelial","BRCA1"
-3.33781178054329,-8.34624814044118,"Incidental p53sig","Epithelial","BRCA1"
-2.42480898292645,-9.26674485868563,"Incidental p53sig","Epithelial","BRCA1"
-8.83726662506188,-16.004227430997,"Incidental p53sig","Epithelial","BRCA1"
15.2855434315723,-3.40504266006947,"Incidental p53sig","Stroma","BRCA1"
21.5791304832167,21.897128053576,"Incidental p53sig","Epithelial","BRCA1"
-5.04449168109919,-10.1437131625354,"Incidental FT","Epithelial","BRCA1"
-4.73252681758725,-10.2535938929678,"Incidental FT","Epithelial","BRCA1"
-4.62144417392792,-9.51469479106153,"Incidental FT","Epithelial","BRCA1"
-4.33898065145438,-8.11835950311346,"Incidental FT","Epithelial","BRCA1"
4.08120010709055,-11.1477635985935,"Incidental p53sig","Epithelial","BRCA2"
30.7616945252602,21.7895114021271,"Incidental p53sig","Stroma","BRCA2"
6.63536588480051,-6.01618899081384,"Incidental p53sig","Epithelial","BRCA2"
4.15953943471675,-2.82430802068564,"Incidental FT","Epithelial","BRCA2"
-6.05130792308341,-12.1099207039305,"Incidental p53sig","Epithelial","BRCA2"
-8.44375367890837,-11.5840457676948,"Incidental p53sig","Epithelial","BRCA2"
-1.75250269539574,-8.33022026451925,"Incidental p53sig","Epithelial","BRCA2"
19.7368399128739,-0.12159625283449,"Incidental p53sig","Stroma","BRCA2"
5.15718045419528,-5.88943928634835,"Incidental FT","Epithelial","BRCA2"
26.8833677854576,-7.00538387204555,"Incidental FT","Stroma","BRCA2"
17.4742268193226,-10.5461917632759,"Incidental FT","Stroma","BRCA2"
6.40705006179576,-5.18634683742517,"Incidental FT","Epithelial","BRCA2"
