"SAMPLE_ID","UMAP1","UMAP2","LESIONS_TYPES","ROI_TYPES"
"LSP16157_Scan1-016-Full-ROI",2.97577609618505,-1.6077700505654,"STIC.C","Epithelial"
"LSP16157_Scan1-017-Full-ROI",-1.6607652703921,0.38493958612283,"STIC.C","Stroma"
"LSP16157_Scan1-018-Full-ROI",2.83968486388524,-1.60760935644309,"STIC.C","Epithelial"
"LSP16157_Scan1-019-Full-ROI",-2.93397293488185,-0.106221760312716,"STIC.C","Stroma"
"LSP16157_Scan1-020-Full-ROI",2.70292749007543,-1.44444855550925,"STIC.C","Epithelial"
"LSP16157_Scan1-021-Full-ROI",3.32499255736669,-1.72210654119651,"Inv Cancer","Epithelial"
"LSP16157_Scan1-022-Full-ROI",-3.36712704102198,2.6484133352836,"Inv Cancer","Stroma"
"LSP16157_Scan1-023-Full-ROI",3.15175904830297,-1.8316059956948,"Inv Cancer","Epithelial"
"LSP16157_Scan1-024-Full-ROI",-1.03074989716212,1.96232620378335,"Inv Cancer","Stroma"
"LSP16157_Scan1-025-Full-ROI",3.27542819579442,-1.69375618795554,"Inv Cancer","Epithelial"
"LSP16157_Scan1-026-Full-ROI",3.32307090361913,-1.73593386511008,"Inv Cancer","Epithelial"
"LSP16157_Scan1-027-Full-ROI",3.29004706939061,-1.73561962942282,"Inv Cancer","Epithelial"
"LSP16157_Scan1-028-Full-ROI",-1.02074299256007,1.37222758432229,"Inv Cancer","Stroma"
"LSP16157_Scan1-029-Full-ROI",3.33211078246435,-1.74266060690085,"Inv Cancer","Epithelial"
"LSP16157_Scan1-030-Full-ROI",-0.915814022223155,1.23250619073709,"Inv Cancer","Stroma"
"LSP16157_Scan1-031-Full-ROI",3.33791341384252,-1.7139335523049,"Inv Cancer","Epithelial"
"LSP16157_Scan1-032-Full-ROI",-0.738145450750987,0.756518756349881,"Inv Cancer","Stroma"
"LSP16157_Scan1-033-Full-ROI",3.33072986205419,-1.76516827444236,"Inv Cancer","Epithelial"
"LSP16157_Scan1-034-Full-ROI",3.27666320403417,-1.73409661153952,"Inv Cancer","Epithelial"
"LSP16157_Scan1-035-Full-ROI",-1.31401787201564,1.10824385782083,"STIC.C","Stroma"
"LSP16160_Scan2-001-Full-ROI",3.29767360289892,0.959416781862577,"Inv Cancer","Epithelial"
"LSP16160_Scan2-002-Full-ROI",3.2385734518369,0.924435531099637,"Inv Cancer","Epithelial"
"LSP16160_Scan2-003-Full-ROI",3.34520377715429,0.854954158266385,"Inv Cancer","Epithelial"
"LSP16160_Scan2-004-Full-ROI",1.01622905333837,1.22873250146707,"Inv Cancer","Epithelial"
"LSP16160_Scan2-005-Full-ROI",3.33212079604467,1.15858069558938,"Inv Cancer","Epithelial"
"LSP16160_Scan2-006-Full-ROI",3.2170685728391,1.02595702310403,"Inv Cancer","Epithelial"
"LSP16160_Scan2-007-PanCK-",0.442670245965322,0.879392062624295,"Inv Cancer","Stroma"
"LSP16160_Scan2-007-PanCK+",3.35373248656591,0.90388194223245,"Inv Cancer","Epithelial"
"LSP16160_Scan2-008-PanCK-",0.524588485558827,0.988527213533719,"Inv Cancer","Stroma"
"LSP16160_Scan2-008-PanCK+",3.23945464690526,1.05599537988504,"Inv Cancer","Epithelial"
"LSP16160_Scan2-009-Full-ROI",3.281602760156,1.02959719796975,"Inv Cancer","Epithelial"
"LSP16160_Scan2-010-Full-ROI",-0.954387287298839,-1.86892231802146,"STIC.C","Epithelial"
"LSP16160_Scan2-011-Full-ROI",0.259693523248036,-1.94961222509543,"STIC.C","Epithelial"
"LSP16160_Scan2-012-Full-ROI",3.2655099829038,0.917295848329862,"STIC.C","Epithelial"
"LSP16160_Scan2-013-Full-ROI",3.32159032424291,1.00909749170144,"STIC.C","Epithelial"
"LSP16160_Scan2-014-Full-ROI",3.26219501097997,0.939565097292264,"STIC.C","Epithelial"
"LSP16160_Scan2-015-Full-ROI",0.972651859124501,1.13534966607889,"Cancer (Floating)","Epithelial"
"LSP16160_Scan2-016-Full-ROI",3.32132997115453,0.939840709169705,"STIC.C","Epithelial"
"LSP16160_Scan2-017-Full-ROI",3.32792272170385,1.01987925668557,"STIC.C","Epithelial"
"LSP16160_Scan2-018-Full-ROI",3.22125711043676,1.1723755945762,"Cancer (Floating)","Epithelial"
"LSP16160_Scan2-019-Full-ROI",-1.33938560883204,-0.963591183225314,"FT.C","Epithelial"
"LSP16160_Scan2-020-Full-ROI",-1.07423839966456,-1.20945509771506,"FT.C","Epithelial"
"LSP16160_Scan2-021-Full-ROI",-1.14973793427149,-1.29393633703391,"FT.C","Epithelial"
"LSP16160_Scan2-022-Full-ROI",0.76852931578954,0.947421466310819,"Inv Cancer","Stroma"
"LSP16160_Scan2-023-Full-ROI",0.714241882165273,1.05123129983743,"Inv Cancer","Stroma"
"LSP16160_Scan2-024-Full-ROI",0.518023391564687,1.04215232034524,"Inv Cancer","Stroma"
"LSP17723_Scan1-001-Full-ROI",-0.684487919012706,-1.5827103505532,"STIC.C","Epithelial"
"LSP17723_Scan1-002-Full-ROI",0.0461734731992083,-1.63836487631003,"STIC.C","Epithelial"
"LSP17723_Scan1-003-Full-ROI",-1.15794907013575,-0.675087536374728,"STIC.C","Stroma"
"LSP17723_Scan1-004-Full-ROI",-1.13602695862452,0.810957824190457,"STIC.C","Stroma"
"LSP17723_Scan1-005-Full-ROI",-2.34019527832667,-0.661102379361789,"STIC.C","Stroma"
"LSP17723_Scan1-006-Full-ROI",-0.166266063849132,-1.48011025289694,"STIC.C","Epithelial"
"LSP17723_Scan1-007-Full-ROI",-0.670831302801768,-1.1920829663674,"STIC.C","Epithelial"
"LSP17723_Scan1-008-Full-ROI",-1.59689197937648,-0.488955105344455,"STIC.C","Stroma"
"LSP17723_Scan1-009-Full-ROI",-1.65876446167628,0.906719600160916,"STIC.C","Stroma"
"LSP17723_Scan1-010-Full-ROI",-1.49708424011866,0.215151702364285,"STIC.C","Stroma"
"LSP17723_Scan1-011-Full-ROI",-0.353996853033702,-1.29749401907126,"STIC.C","Epithelial"
"LSP17723_Scan1-012-Full-ROI",-1.28510532776515,-1.28985985616843,"p53 Signature.C","Epithelial"
"LSP17723_Scan1-013-Full-ROI",-1.38304005066554,-0.512881363431613,"p53 Signature.C","Epithelial"
"LSP17723_Scan1-014-Full-ROI",-3.13366947571437,0.24159995218118,"p53 Signature.C","Stroma"
"LSP17723_Scan1-015-Full-ROI",-1.2335077325503,-1.36844309667746,"p53 Signature.C","Epithelial"
"LSP17723_Scan1-016-Full-ROI",-2.32535229126612,-0.160573090116183,"p53 Signature.C","Stroma"
"LSP17723_Scan1-017-Full-ROI",-1.22705612579982,-0.626316631833713,"p53 Signature.C","Epithelial"
"LSP17723_Scan1-018-Full-ROI",-1.92982921997706,-0.21375426153342,"p53 Signature.C","Stroma"
"LSP17723_Scan1-019-Full-ROI",-1.38653431336085,-0.478058422605197,"p53 Signature.C","Epithelial"
"LSP17723_Scan1-020-Full-ROI",-3.31669006745021,2.58679357667764,"p53 Signature.C","Stroma"
"LSP17723_Scan1-021-Full-ROI",-1.61124763886134,-0.483240688840548,"p53 Signature.C","Epithelial"
"LSP17727_Scan1-001-Full-ROI",1.75803937514623,-1.4750328908364,"STIC.C","Epithelial"
"LSP17727_Scan1-002-Full-ROI",-0.692813495794932,-1.03305682043235,"STIC.C","Stroma"
"LSP17727_Scan1-004-Full-ROI",1.84364022811254,-1.47825821737448,"Inv Cancer","Epithelial"
"LSP17727_Scan1-007-Full-ROI",0.845510860284169,-1.32380207876364,"Inv Cancer","Stroma"
"LSP17727_Scan1-008-Full-ROI",1.73928727706273,-1.45787199834983,"Inv Cancer","Epithelial"
"LSP17727_Scan1-009-Full-ROI",1.65866412719091,-1.51937350134055,"STIC.C","Epithelial"
"LSP17731_Scan1-001-Full-ROI",2.19752540191015,-0.00969418386618326,"Inv Cancer","Epithelial"
"LSP17731_Scan1-002-Full-ROI",2.2244247396787,0.00472870965798666,"Inv Cancer","Epithelial"
"LSP17731_Scan1-003-Full-ROI",2.56933106978734,-0.306626881162326,"STIC.C","Epithelial"
"LSP17731_Scan1-004-Full-ROI",-2.4198680917422,-0.319149101773898,"STIC.C","Stroma"
"LSP17731_Scan1-005-Full-ROI",2.58032788832982,-0.0615764508644743,"STIC.C","Epithelial"
"LSP17731_Scan1-006-Full-ROI",-2.19504604736964,-0.652485931913058,"STIC.C","Stroma"
"LSP17731_Scan1-007-Full-ROI",2.55309667189916,-0.0313835988442106,"STIC.C","Epithelial"
"LSP17731_Scan1-008-Full-ROI",-1.81315002838771,-1.17629298071067,"STIC.C","Stroma"
"LSP17731_Scan1-009-Full-ROI",2.06117190917333,-0.0495601544777555,"Inv Cancer","Epithelial"
"LSP17731_Scan1-010-Full-ROI",-2.65820370117823,-0.0231538663307829,"Inv Cancer","Stroma"
"LSP17731_Scan1-011-Full-ROI",2.15108337004979,-0.0156169782082243,"Inv Cancer","Epithelial"
"LSP17731_Scan1-012-Full-ROI",-2.72651920715968,-0.0913196454445524,"Inv Cancer","Stroma"
"LSP17731_Scan1-015-Full-ROI",2.5179981191953,-0.145407761136691,"STIC.C","Epithelial"
"LSP17731_Scan1-017-Full-ROI",2.56732787688573,-0.142174805204074,"STIC.C","Epithelial"
"LSP17763_Scan1-001-Full-ROI",-1.01675758759181,-1.0493884931008,"Incidental FT","Epithelial"
"LSP17763_Scan1-002-Full-ROI",-2.82604179779689,-0.392326916257541,"Incidental FT","Stroma"
"LSP17763_Scan1-003-Full-ROI",-0.0691457788149519,-1.7858615765969,"Incidental p53sig","Epithelial"
"LSP17763_Scan1-004-Full-ROI",-0.781159023443858,-1.06622036794821,"Incidental p53sig","Stroma"
"LSP17763_Scan1-005-Full-ROI",0.0760721166928606,-2.09083327154319,"Incidental p53sig","Epithelial"
"LSP17763_Scan1-006-Full-ROI",-2.47908554474513,-0.901759708921115,"Incidental p53sig","Stroma"
"LSP17763_Scan1-007-Full-ROI",-0.717355350653331,-1.37812765936057,"Incidental p53sig","Epithelial"
"LSP17763_Scan1-008-Full-ROI",-2.3609720269839,0.241449271639188,"Incidental p53sig","Stroma"
"LSP17803_Scan1-001-Full-ROI",-0.096534351507823,-1.65284260610739,"Incidental FT","Epithelial"
"LSP17803_Scan1-002-Full-ROI",-1.00381145874659,-1.11954888204734,"Incidental FT","Stroma"
"LSP17803_Scan1-003-Full-ROI",-0.209381679693858,-1.81337651113669,"Incidental FT","Epithelial"
"LSP17803_Scan1-004-Full-ROI",-2.65119324127833,0.00186005731423666,"Incidental FT","Stroma"
"LSP17803_Scan1-005-Full-ROI",0.0726722677548723,-1.81221398214499,"Incidental p53sig","Epithelial"
"LSP17803_Scan1-006-Full-ROI",0.0322774847348528,-1.83208950857321,"Incidental p53sig","Epithelial"
"LSP17803_Scan1-007-Full-ROI",-0.167379001776378,-1.91992148260276,"Incidental p53sig","Epithelial"
"LSP17819_Scan1-001-Full-ROI",-0.225957492987315,-2.68737944463889,"Incidental p53sig","Epithelial"
"LSP17819_Scan1-002-Full-ROI",-2.50175342957179,0.12966672082742,"Incidental p53sig","Stroma"
"LSP17819_Scan1-003-Full-ROI",-3.39488659302394,2.67779437204202,"Incidental p53sig","Epithelial"
"LSP17819_Scan1-004-Full-ROI",-0.155951122442882,-1.75235852102439,"Incidental FT","Epithelial"
"LSP17819_Scan1-005-Full-ROI",-0.190809826056163,-2.26397189001242,"Incidental FT","Epithelial"
"LSP17819_Scan1-006-Full-ROI",-0.198357204596202,-2.00969752172629,"Incidental FT","Epithelial"
"LSP17819_Scan1-007-Full-ROI",-0.0236693421999616,-2.14167221883933,"Incidental FT","Epithelial"
"LSP17823_Scan1-001-Full-ROI",-1.00929127136866,-1.51982792715232,"Incidental p53sig","Epithelial"
"LSP17823_Scan1-002-Full-ROI",-3.39967976013819,2.6732153048118,"Incidental p53sig","Stroma"
"LSP17823_Scan1-003-Full-ROI",-1.49428425232569,-0.836463535825412,"Incidental p53sig","Epithelial"
"LSP17823_Scan1-004-Full-ROI",-1.47213135162989,-0.834153259793918,"Incidental FT","Epithelial"
"LSP17823_Scan1-005-Full-ROI",-0.131962398687999,-2.19691618780295,"Incidental p53sig","Epithelial"
"LSP17823_Scan1-006-Full-ROI",-0.0911842385927839,-2.20651635030905,"Incidental p53sig","Epithelial"
"LSP17823_Scan1-007-Full-ROI",-0.358829120794932,-1.61801108221213,"Incidental p53sig","Epithelial"
"LSP17823_Scan1-008-Full-ROI",-1.97068844238917,0.617420112093289,"Incidental p53sig","Stroma"
"LSP17823_Scan1-009-Full-ROI",-1.33040390412013,-1.34936245779196,"Incidental FT","Epithelial"
"LSP17823_Scan1-010-Full-ROI",-2.98843250672023,0.192891036470731,"Incidental FT","Stroma"
"LSP17823_Scan1-011-Full-ROI",-3.10534248749415,0.0184001078208285,"Incidental FT","Stroma"
"LSP17823_Scan1-012-Full-ROI",-1.4516759912173,-0.881225193540256,"Incidental FT","Epithelial"
"LSP17823_Scan1-013-Full-ROI",-2.80940971771876,0.186792289217313,"Incidental FT","Stroma"
"LSP17851_Scan1-001-Full-ROI",-0.928813556830089,-1.33717974523703,"Incidental p53sig","Epithelial"
"LSP17851_Scan1-002-Full-ROI",-0.897019962469737,-1.13709601263205,"Incidental p53sig","Epithelial"
"LSP17851_Scan1-003-Full-ROI",-0.982215503851573,-1.9003053555886,"Incidental p53sig","Epithelial"
"LSP17851_Scan1-004-Full-ROI",-0.371163944403331,-1.77580889562766,"Incidental p53sig","Epithelial"
"LSP17851_Scan1-006-Full-ROI",-0.9754625360171,-1.21747835973899,"Incidental p53sig","Stroma"
"LSP17851_Scan1-008-Full-ROI",-3.37591991821925,2.64701024194558,"Incidental p53sig","Stroma"
"LSP17851_Scan1-009-Full-ROI",-3.35003147522608,2.62221447130044,"Incidental p53sig","Stroma"
"LSP17851_Scan1-010-Full-ROI",-1.93359527985255,-0.327236736814181,"Incidental p53sig","Epithelial"
"LSP17851_Scan1-011-Full-ROI",-1.84861908356349,-0.602039898435275,"Incidental p53sig","Epithelial"
"LSP18302_scan1-001-Full-ROI",-1.68799648682276,-0.382323826352756,"Incidental STIC","Epithelial"
"LSP18302_scan1-002-Full-ROI",-2.92742119232814,-0.408482159177463,"Incidental STIC","Stroma"
"LSP18302_scan1-003-Full-ROI",0.622753997643788,-1.78572329382102,"Incidental STIC","Epithelial"
"LSP18302_scan1-004-Full-ROI",-2.83101139465968,0.152677928407987,"Incidental STIC","Stroma"
"LSP18302_scan1-005-Full-ROI",0.619181056817372,-1.76573523382346,"Incidental STIC","Epithelial"
"LSP18302_scan1-006-Full-ROI",-2.37070141235987,-0.297864521543185,"Incidental STIC","Stroma"
"LSP18302_scan1-007-Full-ROI",0.707184692223866,-1.68738182882468,"Incidental STIC","Epithelial"
"LSP18302_scan1-008-Full-ROI",-2.3780447045962,-0.167578304807345,"Incidental STIC","Stroma"
"LSP18302_scan1-009-Full-ROI",0.65608682235082,-1.71230753759543,"Incidental STIC","Epithelial"
"LSP18302_scan1-010-Full-ROI",-2.36177311340968,-0.259933556119601,"Incidental STIC","Stroma"
"LSP18302_scan1-011-Full-ROI",0.609776397546132,-1.75602635244528,"Incidental STIC","Epithelial"
"LSP18302_scan1-012-Full-ROI",-2.77936802307765,-0.169333065549533,"Incidental STIC","Stroma"
"LSP18302_scan1-013-Full-ROI",-2.11523018280665,-0.168521965543429,"Incidental FT","Epithelial"
"LSP18302_scan1-014-Full-ROI",-2.70830784241358,0.210817252596219,"Incidental FT","Stroma"
"LSP18302_scan1-015-Full-ROI",-2.27236996094386,-0.300060356656711,"Incidental FT","Epithelial"
"LSP18302_scan1-016-Full-ROI",-2.88171635071437,0.20962277551492,"Incidental FT","Stroma"
"LSP18302_scan1-017-Full-ROI",-1.62061462799708,-0.583012188474338,"Incidental Fimbriae","Epithelial"
"LSP18302_scan1-018-Full-ROI",-2.86362324158351,-0.0468188176552458,"Incidental Fimbriae","Stroma"
"LSP18302_scan1-020-Full-ROI",-2.75695190827052,0.154201423128446,"Incidental Fimbriae","Stroma"
"LSP18306_scan1-001-Full-ROI",0.718180080254872,-2.41864642004172,"Incidental STIC","Epithelial"
"LSP18306_scan1-002-Full-ROI",-1.31006584564845,-1.22824009756247,"Incidental STIC","Stroma"
"LSP18306_scan1-003-Full-ROI",0.767462154229482,-2.3241597066323,"Incidental STIC","Epithelial"
"LSP18306_scan1-004-Full-ROI",0.69356240828832,-2.26471957067649,"Incidental STIC","Epithelial"
"LSP18306_scan1-005-Full-ROI",0.0969222982724505,-3.0629325757424,"Incidental Fimbriae","Epithelial"
"LSP18306_scan1-006-Full-ROI",-2.56119213501612,-0.267066086332004,"Incidental Fimbriae","Stroma"
"LSP18306_scan1-007-Full-ROI",0.118864913781484,-3.14654883245627,"Incidental Fimbriae","Epithelial"
"LSP18306_scan1-008-Full-ROI",0.146516700585683,-3.07598456243674,"Incidental Fimbriae","Epithelial"
"LSP18306_scan1-009-Full-ROI",-2.826373676459,-0.11779888967673,"Incidental Fimbriae","Stroma"
"LSP18310_scan1-001-Full-ROI",0.573380847771962,-2.16197785238425,"Incidental STIC","Epithelial"
"LSP18310_scan1-002-Full-ROI",-2.68364963928858,-0.228615368405978,"Incidental STIC","Stroma"
"LSP18310_scan1-003-Full-ROI",0.465541263421376,-2.06416758398215,"Incidental STIC","Epithelial"
"LSP18310_scan1-004-Full-ROI",-2.65035496155421,-0.00728854040304849,"Incidental STIC","Stroma"
"LSP18310_scan1-005-Full-ROI",-0.641030887762706,-1.75414904455344,"Incidental STIC","Epithelial"
"LSP18310_scan1-006-Full-ROI",-2.54075394074122,-0.173190678159396,"Incidental STIC","Stroma"
"LSP18310_scan1-007-Full-ROI",-0.975310901800792,-1.60074576238791,"Incidental STIC","Epithelial"
"LSP18310_scan1-008-Full-ROI",-1.07997665802638,-1.49699028829734,"Incidental STIC","Epithelial"
"LSP18310_scan1-009-Full-ROI",-3.07417259613673,-0.0607272038857145,"Incidental STIC","Stroma"
"LSP18310_scan1-010-Full-ROI",-0.774520496527354,-2.05740650991599,"Incidental Fimbriae","Epithelial"
"LSP18310_scan1-011-Full-ROI",-2.62148723999659,-0.723569954435031,"Incidental Fimbriae","Stroma"
"LSP18310_scan1-012-Full-ROI",-0.29360161225001,-2.15552767614524,"Incidental Fimbriae","Epithelial"
"LSP18310_scan1-013-Full-ROI",-2.59599361817042,-0.524066532651584,"Incidental Fimbriae","Stroma"
"LSP18310_scan1-014-Full-ROI",-0.436796764532725,-2.24823292593161,"Incidental FT","Epithelial"
"LSP18310_scan1-015-Full-ROI",-2.94241295258204,-0.171235168973605,"Incidental FT","Stroma"
"LSP18310_scan1-016-Full-ROI",-0.390805820624034,-2.34753187994162,"Incidental FT","Epithelial"
"LSP18310_scan1-017-Full-ROI",-2.26896725098292,-1.18810900549094,"Incidental FT","Stroma"
"LSP18310_scan1-018-Full-ROI",-0.568857769171397,-2.26461132864157,"Incidental FT","Epithelial"
"LSP18310_scan1-019-Full-ROI",-3.00265274445216,-0.333762730161349,"Incidental FT","Stroma"
"LSP18314_scan1-003-Full-ROI",0.30074014266332,-2.1583972821633,"Incidental STIC","Epithelial"
"LSP18314_scan1-004-Full-ROI",-2.31030426422755,0.0110200991233187,"Incidental STIC","Stroma"
"LSP18314_scan1-015-Full-ROI",0.225113769372304,-2.26002796987693,"Incidental Fimbriae","Epithelial"
"LSP18314_scan1-023-Full-ROI",-0.15684852997462,-2.8021903882424,"Incidental Fimbriae","Epithelial"
"LSP18314_scan1-026-Full-ROI",-2.24204788605372,-0.0672527203957243,"Incidental STIC","Stroma"
"LSP18318_scan1-001-Full-ROI",-0.603930095831553,-2.12566717962424,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-002-Full-ROI",-2.65932140747706,-0.215283478299777,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-003-Full-ROI",-0.657532314459483,-2.04742821554343,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-004-Full-ROI",-2.64764080444972,-0.0663190732399626,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-005-Full-ROI",-0.454462627569835,-2.17341431478659,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-006-Full-ROI",-0.838661770025889,-1.5949731717507,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-007-Full-ROI",-2.84069309631983,-0.291024292508761,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-008-Full-ROI",-3.02810631195704,-0.0792966733376188,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-009-Full-ROI",-0.729342083136241,-1.714087570707,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-010-Full-ROI",-2.90537224213282,-0.0909262547890348,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-011-Full-ROI",-0.762407879034678,-2.00789364675681,"Incidental Fimbriae","Epithelial"
"LSP18318_scan1-012-Full-ROI",-3.05201683441798,-0.143850887815158,"Incidental Fimbriae","Stroma"
"LSP18318_scan1-013-Full-ROI",-0.649989704291026,-1.73839434484641,"Incidental FT","Epithelial"
"LSP18318_scan1-014-Full-ROI",-2.53598556915919,-0.486927593747775,"Incidental FT","Stroma"
"LSP18318_scan1-015-Full-ROI",-0.765621761480967,-1.71118458608786,"Incidental FT","Epithelial"
"LSP18318_scan1-016-Full-ROI",-2.18965206543605,-0.531852806607882,"Incidental FT","Stroma"
"LSP18318_scan1-017-Full-ROI",-0.538985828558604,-1.86605700353781,"Incidental FT","Epithelial"
"LSP18318_scan1-018-Full-ROI",-2.80605755249659,-0.353842819730441,"Incidental FT","Stroma"
"LSP18318_scan1-019-Full-ROI",-0.867456058661143,-1.61728628973166,"Incidental FT","Epithelial"
"LSP18318_scan1-020-Full-ROI",-2.59855709473292,-0.539089764157931,"Incidental FT","Epithelial"
"LSP18318_scan1-021-Full-ROI",-0.709242443243663,-1.79738959173361,"Incidental FT","Stroma"
"LSP19407_Scan1-001-Full-ROI",-0.725362400213878,-3.44869574407736,"Incidental p53sig","Epithelial"
"LSP19407_Scan1-002-Full-ROI",-1.09408817688624,0.772375976045926,"Incidental p53sig","Stroma"
"LSP19407_Scan1-003-Full-ROI",-0.640560726324717,-3.70907076696555,"Incidental FT","Epithelial"
"LSP19407_Scan1-004-Full-ROI",-0.580546955267589,-3.51961001257102,"Incidental p53sig","Epithelial"
"LSP19407_Scan1-005-Full-ROI",-0.751986126104991,-3.25891264776389,"Incidental FT","Epithelial"
"LSP19407_Scan1-006-Full-ROI",-2.43889103333155,0.398383056124051,"Incidental FT","Stroma"
"LSP19407_Scan1-007-Full-ROI",-0.663951496283214,-3.59679850439231,"Incidental FT","Epithelial"
"LSP19407_Scan1-008-Full-ROI",-1.27116547028224,-2.11647662023703,"Incidental FT","Stroma"
"LSP19407_Scan1-009-Full-ROI",-0.770289997259776,-3.03979452947776,"Incidental p53sig","Epithelial"
"LSP19407_Scan1-010-Full-ROI",-1.46087894837062,1.07069960733255,"Incidental p53sig","Stroma"
"LSP19409_Scan1-001-Full-ROI",-1.24283180634181,-2.47064837316672,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-002-Full-ROI",-0.33289776245753,-3.89203127721945,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-003-Full-ROI",-3.42131290833155,2.69968691964944,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-004-Full-ROI",-1.92062340180079,0.614687358339627,"Incidental p53sig","Stroma"
"LSP19409_Scan1-005-Full-ROI",-1.0704160730044,0.944536124666532,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-007-Full-ROI",-0.460331539312999,-4.05002745489279,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-008-Full-ROI",-0.667867283026378,-3.14164503912131,"Incidental p53sig","Epithelial"
"LSP19409_Scan1-009-Full-ROI",-2.54917011658351,-0.861227596799533,"Incidental p53sig","Stroma"
"LSP19409_Scan1-010-Full-ROI",-0.5541978875796,-3.65496119360129,"Incidental FT","Epithelial"
"LSP19409_Scan1-011-Full-ROI",-2.9096084634463,-0.46463784078757,"Incidental FT","Stroma"
"LSP19409_Scan1-012-Full-ROI",-0.931178669134776,-2.68792590002219,"Incidental FT","Epithelial"
"LSP19409_Scan1-013-Full-ROI",-2.00237808624903,0.82385674615701,"Incidental FT","Stroma"
"LSP19411_Scan1-003-Full-ROI",-0.370231250921885,-4.08508643011252,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-005-Full-ROI",-0.469065288702647,-4.32938822607199,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-006-Full-ROI",-0.299128154913585,-4.31022604803244,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-007-Full-ROI",-0.23017559448878,-4.23107203344504,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-008-Full-ROI",-0.392378429571788,-4.3522039304177,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-009-Full-ROI",-0.375871280829112,-4.22934111456076,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-010-Full-ROI",-0.225060085455577,-4.12584360937278,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-011-Full-ROI",-0.361782650152842,-4.38959559301535,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-012-Full-ROI",-0.363461116949717,-4.31780203680197,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-013-Full-ROI",-3.41206322113673,2.69534674783548,"Incidental Fimbriae","Stroma"
"LSP19411_Scan1-014-Full-ROI",-0.269650081793467,-4.31127795080344,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-015-Full-ROI",-1.29223022858302,1.30707875390847,"Incidental Fimbriae","Stroma"
"LSP19411_Scan1-016-Full-ROI",-0.24468861023585,-4.20443400243918,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-017-Full-ROI",-0.255026439825694,-4.30778750280539,"Incidental p53sig","Epithelial"
"LSP19411_Scan1-019-Full-ROI",-0.346047977606456,-4.31855543951194,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-020-Full-ROI",-0.320024112860362,-4.29756125311057,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-021-Full-ROI",-0.318677524725596,-4.32003268102805,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-022-Full-ROI",-0.395366291205089,-4.22288283209006,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-023-Full-ROI",-0.217080692450206,-4.19235476354758,"Incidental Fimbriae","Epithelial"
"LSP19411_Scan1-024-Full-ROI",-0.475591282049815,-4.03547533849875,"Incidental Fimbriae","Stroma"
"LSP19411_Scan1-025-Full-ROI",-0.314926723639171,-4.35642393926779,"Incidental Fimbriae","Epithelial"
"LSP19413_Scan1-001-Full-ROI",-0.382950405279796,-2.91702708105246,"Incidental STIC","Epithelial"
"LSP19413_Scan1-002-Full-ROI",-0.449259380499522,-2.90697344640891,"Incidental STIC","Epithelial"
"LSP19413_Scan1-003-Full-ROI",-0.322647670904796,-2.90743979314963,"Incidental STIC","Epithelial"
"LSP19413_Scan1-004-Full-ROI",-0.812110523382823,1.10154429574807,"Incidental STIC","Stroma"
"LSP19413_Scan1-005-Full-ROI",-1.60513935486476,0.762195979555448,"Incidental STIC","Stroma"
"LSP19413_Scan1-006-Full-ROI",-0.645211795965831,-3.33485564092795,"Incidental FT","Epithelial"
"LSP19413_Scan1-007-Full-ROI",-2.39523086945216,0.245468055208524,"Incidental FT","Stroma"
"LSP19413_Scan1-008-Full-ROI",-0.482761005560557,-3.37276514867942,"Incidental Fimbriae","Epithelial"
"LSP19413_Scan1-009-Full-ROI",-0.916549305121104,-2.66740950445334,"Incidental Fimbriae","Stroma"
"LSP19413_Scan1-010-Full-ROI",-0.939537624518077,-2.88244971136252,"Incidental Fimbriae","Stroma"
