,count,mean,std,min,25%,50%,75%,max,var
239.0,1225.0,-0.1383657431537224,0.5001651622799427,-0.5148922912261341,-0.3415521798812686,-0.3110156164700583,-0.2251486826327718,1.5669016146693575,0.2501651895585214
240.0,1225.0,-0.14042763760272162,0.4880211168585238,-0.5214475575261703,-0.3407473100721787,-0.3123158119657826,-0.22467186062755284,1.5184578286507169,0.23816461049984095
241.0,1225.0,-0.1419373432216085,0.47658668732688547,-0.5259979905198588,-0.3429116812337227,-0.31308195629180635,-0.22486068710882573,1.4699730816999965,0.22713487053721448
242.0,1225.0,-0.1426910205253412,0.46591258744924524,-0.5254837645836771,-0.34503174679663867,-0.31214587045812325,-0.2250754107062342,1.42020481025078,0.2170745391436506
243.0,1225.0,-0.142458848606825,0.456117055920604,-0.5190506521591137,-0.3482087211368118,-0.3115071853824502,-0.22591839322875104,1.3686385473345377,0.2080427687016794
244.0,1225.0,-0.14100938723589931,0.4474643879898632,-0.5083882605942783,-0.3520037644279191,-0.30821713407186013,-0.22622105164409445,1.3154408383432068,0.20022437851914282
245.0,1225.0,-0.13812234313520294,0.44046909376898763,-0.4980171316227068,-0.35539129569633027,-0.30876593935839874,-0.2271486525761844,1.2627512395694434,0.19401302256567324
246.0,1225.0,-0.13356146827451867,0.43602340424345637,-0.5022521726761994,-0.3584030315195435,-0.30630411890825693,-0.224657740824822,1.2193179489204584,0.19011640904805258
247.0,1225.0,-0.1269934089747068,0.43558396581478503,-0.5070504272806321,-0.3594311359992213,-0.30651041633892184,-0.22283472929574538,1.176360265113768,0.18973339127493583
248.0,1225.0,-0.11784877457396964,0.44151006855614483,-0.5054260405316623,-0.3550026709713998,-0.30309230984985897,-0.222149902347137,1.1286736318235584,0.1949311406364517
249.0,1225.0,-0.10512870636040268,0.45765491736375175,-0.49733767842676124,-0.3525332614415231,-0.29999557796502957,-0.22162158558703202,1.076121592818096,0.20944802338722246
250.0,1225.0,-0.08718247007691125,0.4901723796053973,-0.5265442013104411,-0.3549889250585987,-0.29825357756730236,-0.22154361649035625,1.019388106463589,0.2402689617280177
251.0,1225.0,-0.06153917883699254,0.5481329291124569,-0.5685050183336179,-0.35458673577157074,-0.29288913466126354,-0.2213869236132449,1.2948013118033936,0.3004497079774018
252.0,1225.0,-0.024946017870456475,0.6431373682413873,-0.5809594579071191,-0.35289043642948587,-0.2933975993925722,-0.22133524542214777,1.7240184445420388,0.41362567442845793
253.0,1225.0,0.026214769496373032,0.7873277130715564,-0.5613849048267315,-0.35322816334111745,-0.29276998374908564,-0.22159673784447473,2.3062318627898786,0.619884927770487
254.0,1225.0,0.0950237126140026,0.9901163269218138,-0.5381788649840529,-0.3517365648574133,-0.29092529452593696,-0.2214029968452587,3.0614533620758833,0.9803303408371441
255.0,1225.0,0.18270673727807055,1.2544359385427737,-0.5281633546606176,-0.3512047511726608,-0.2899545033149229,-0.22111456043582325,3.9986992240158723,1.5736095239076897
256.0,1225.0,0.28720951935178257,1.5731038548320688,-0.513052428846342,-0.35049452410940923,-0.28909214592756705,-0.22139803891895576,5.097827433974956,2.474655738087515
257.0,1225.0,0.4021647864122643,1.9261583252563526,-0.520271319703264,-0.349473894049346,-0.2879944024947122,-0.220933558952619,6.30828638137401,3.710085893954357
258.0,1225.0,0.516818186042031,2.280688346626966,-0.5246634164032024,-0.34899881782648157,-0.28713801525094257,-0.22070711184881908,7.516798135831694,5.201539334440042
259.0,1225.0,0.6172846367477779,2.5944793354721183,-0.5196920657872995,-0.3497480431393363,-0.2866013504437702,-0.21989378251569894,8.585242007346512,6.731323022191844
260.0,1225.0,0.6890880167219816,2.823538156800301,-0.5086944737278529,-0.3506360847467541,-0.2860618533334145,-0.22022252593770902,9.36668926395263,7.97236772290724
261.0,1225.0,0.7204193818236865,2.931854581403511,-0.4963343548750595,-0.35196334632667536,-0.2867370657875661,-0.22024337517791748,9.733115643480552,8.595771286496758
262.0,1225.0,0.7051426254862707,2.9004349942976364,-0.4903292225949883,-0.3532477398576424,-0.2871864336502314,-0.21892850981519407,9.621216801334242,8.41252315614633
263.0,1225.0,0.644538865944692,2.7325387952899223,-0.4889539949601912,-0.3535780993752464,-0.2881405813456337,-0.22070613843683115,9.043120773458003,7.466768267764499
264.0,1225.0,0.5471406295541059,2.453179612528854,-0.4882981484919239,-0.35533762773228095,-0.28963293523699146,-0.22104197236327314,8.086993309058466,6.018090211327218
265.0,1225.0,0.42666537716329633,2.1029507022531275,-0.4880776026863327,-0.3582976135351079,-0.29221690631498515,-0.20994295091587975,6.890769020358287,4.4224016561069215
266.0,1225.0,0.29873297547330563,1.728233198794724,-0.4891590896702343,-0.36113132823198696,-0.28898888732250344,-0.172015470279181,5.6085097102250465,2.986789989416244
