"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significancia"
"FN1",1.57526128472221,0.133652083333334,15.9039217223035,2.45520863808885e-49,4.58559317335855e-45,101.288752274106,"Up-regulado"
"MARCKSL1",1.46959618055554,-0.141965773809524,15.2665610955391,4.64697752334333e-46,4.33957996017417e-42,93.8275093269102,"Up-regulado"
"CTHRC1",1.52401996527776,0.106269642857142,15.1151110741133,2.72724206555385e-45,1.69789000194497e-41,92.0778586352961,"Up-regulado"
"ITGB1",1.50997378472221,-0.0463116071428567,15.0824984502516,3.98743598015903e-45,1.86183354503576e-41,91.7023063563085,"Up-regulado"
"ENO1",1.50122743055554,-0.0604532738095239,14.9336416197358,2.2453223806657e-44,8.26294894109928e-41,89.9936579900948,"Up-regulado"
"PGR",-1.46736909722221,0.181922321428571,-14.9191815920541,2.65447843050788e-44,8.26294894109928e-41,89.8281653742205,"Down-regulado"
"EIF4G1",1.48298993055554,-0.109965178571428,14.7970339053604,1.08789483924254e-43,2.90265884464756e-40,88.4336809444829,"Up-regulado"
"BASP1",1.4939954861111,-0.155994345238096,14.7246683196317,2.5017038287739e-43,5.84054030125126e-40,87.6104840296209,"Up-regulado"
"H2AC17",1.46861649305554,-0.0549455357142855,14.6726571016908,4.54534163419788e-43,9.43259396687931e-40,87.0202005767306,"Up-regulado"
"ACTR3",1.46104305555554,-0.0841220238095235,14.636428524947,6.88505381012632e-43,1.19031662104985e-39,86.6097189170652,"Up-regulado"
"H1-5",1.42749305555554,-0.0445151785714284,14.6348522903636,7.01048499841966e-43,1.19031662104985e-39,86.5918724215935,"Up-regulado"
"CRISP3",-1.42004479166665,0.0600541666666667,-14.6075580314264,9.58176207420599e-43,1.49132141883288e-39,86.283009613057,"Down-regulado"
"TXNDC5",1.42504184027777,-0.123271428571429,14.5617827778951,1.6170013694125e-42,2.32313342896287e-39,85.7657352895076,"Up-regulado"
"H3C8",1.41446944444443,-0.0649988095238094,14.519736646496,2.61284554740722e-42,3.48572259206605e-39,85.2913996713335,"Up-regulado"
"SKIL",1.41532222222221,-0.0569520833333336,14.4258866581303,7.60461367540304e-42,9.46875797436684e-39,84.2354257199407,"Up-regulado"
"ALDH1A1",-1.41023593749999,0.11886994047619,-14.292113517951,3.46333401031665e-41,4.04279308191776e-38,82.7369469402627,"Down-regulado"
"YBX1",1.44163836805554,-0.0279107142857145,14.2302283106784,6.96491539173315e-41,7.65198381008236e-38,82.0464244176323,"Up-regulado"
"H3C15",1.37874114583332,-0.0909395833333331,14.1653754713679,1.44572257224141e-40,1.50009780454183e-37,81.3246350256402,"Up-regulado"
"BGN",1.44950121527776,0.0496142857142858,14.1199525879209,2.40845079233753e-40,2.36750712886779e-37,80.8202267011999,"Up-regulado"
"H3C2",1.41538663194443,-0.0566645833333331,14.1141350443611,2.57096747700802e-40,2.38521455302921e-37,80.7556922051395,"Up-regulado"
"H3C11",1.38596562499999,-0.0589616071428571,14.1103714091184,2.68188175904125e-40,2.38521455302921e-37,80.7139500901029,"Up-regulado"
"H3C10",1.40476128472221,-0.0568005952380954,14.1050930094766,2.84551278746666e-40,2.41571101506886e-37,80.6554187347718,"Up-regulado"
"H4C12",1.42575243055554,-0.0397309523809526,14.099806228436,3.0193730140818e-40,2.45186216452199e-37,80.5968071620067,"Up-regulado"
"H3C7",1.39771545138887,-0.0200473214285717,14.049926857125,5.28015820463395e-40,4.10906311616451e-37,80.044450747882,"Up-regulado"
"SULF1",1.43114687499999,0.0991538690476194,13.9866561381646,1.07110168519775e-39,8.00198646977538e-37,79.3454421393082,"Up-regulado"
"RBPMS",-1.38173368055554,0.0917065476190477,-13.9810598230288,1.14015169874372e-39,8.19023587593713e-37,79.2837033633602,"Down-regulado"
"RND3",1.3329376736111,-0.16621755952381,13.9757953344031,1.20914973128789e-39,8.36418130787551e-37,79.2256385145297,"Up-regulado"
"DPY19L2",-1.37000052083332,0.0668282738095241,-13.9377840669491,1.8473906542943e-39,1.22937317463708e-36,78.8067725504637,"Down-regulado"
"PCM1",-1.39238871527776,0.0884520833333331,-13.9348460640747,1.90886234751166e-39,1.22937317463708e-36,78.7744250454864,"Down-regulado"
"STMN1",1.34514687499999,-0.106111607142857,13.9047740885341,2.66797140947296e-39,1.66099006715755e-36,78.4435622755785,"Up-regulado"
"APMAP",1.41426076388887,-0.147253869047619,13.8936382427794,3.0198109967204e-39,1.81938741889506e-36,78.321148454551,"Up-regulado"
"TPPP3",-1.39380972222221,0.0307571428571431,-13.8683434376267,4.00026331346582e-39,2.33477868455004e-36,78.0433033798835,"Down-regulado"
"CDKN2A",1.35643524305554,-0.0395023809523811,13.6741940203342,3.42749860053522e-38,1.93986034430898e-35,75.9207355870448,"Up-regulado"
"SPATA18",-1.36243784722221,0.0827136904761901,-13.6683696494536,3.6546302340172e-38,2.00757437884527e-35,75.8573360106024,"Down-regulado"
"WNK2",-1.39105451388888,0.0525452380952382,-13.6636581710644,3.84928368924194e-38,2.05408775611348e-35,75.8060623771173,"Down-regulado"
"MAOB",-1.36800868055554,0.14091369047619,-13.6401577442833,4.98564042695561e-38,2.58657795150694e-35,75.5504727408731,"Down-regulado"
"H2AC11",1.33730069444443,-0.0561232142857143,13.5890369580651,8.74380614591874e-38,4.41373155100877e-35,74.9954003751939,"Up-regulado"
"TMA7",1.35419270833332,-0.218326488095238,13.5327745971286,1.62026704562083e-37,7.9636125292264e-35,74.3859566321961,"Up-regulado"
"OVGP1",-1.36368802083332,0.136698214285714,-13.5231193388591,1.80091000130169e-37,8.62451181905428e-35,74.2815232192251,"Down-regulado"
"RSPH1",-1.37180225694443,0.0884467261904763,-13.4701366508811,3.21399517145857e-37,1.50069469543329e-34,73.70925732119,"Down-regulado"
"C20orf85",-1.34929374999999,0.0990604166666668,-13.456556403776,3.72757511418286e-37,1.69804683920959e-34,73.5627973917687,"Down-regulado"
"YEATS2",1.3042829861111,-0.0106809523809525,13.4207451950377,5.5082325027799e-37,2.44945853462905e-34,73.1770141179706,"Up-regulado"
"IFI6",1.30850677083332,-0.0616973214285714,13.3790081829382,8.67591669862051e-37,3.76837432977059e-34,72.7281881264279,"Up-regulado"
"RAN",1.32926145833332,-0.0988925595238091,13.3388649297975,1.3419391774787e-36,5.69622682222038e-34,72.2973107336259,"Up-regulado"
"TUBB",1.35916822916665,-0.00693630952380961,13.336580535743,1.37562936424636e-36,5.70947325245097e-34,72.2728151524008,"Up-regulado"
"FYB2",-1.30669097222221,0.0290333333333335,-13.3317631125429,1.44946267573162e-36,5.88513356405208e-34,72.2211663414399,"Down-regulado"
"TTYH3",1.36373281249999,-0.186809226190476,13.3242054218655,1.57332368529197e-36,6.25212052557406e-34,72.1401615921073,"Up-regulado"
"MAP6",-1.33082968749999,0.0737782738095237,-13.2882441874753,2.32324582799186e-36,9.03984631862582e-34,71.7551105364892,"Down-regulado"
"SNRPB",1.34894670138888,-0.0762815476190478,13.2721070821371,2.7667200850333e-36,1.05457206179932e-33,71.5825331966854,"Up-regulado"
"SLC7A2",-1.32300624999999,0.0112723214285715,-13.2522878031123,3.42823268534467e-36,1.26699827773773e-33,71.3707546499914,"Down-regulado"
"DDX17",-1.33296215277777,0.0571127976190476,-13.25144256396,3.45970510063844e-36,1.26699827773773e-33,71.3617272205423,"Down-regulado"
"ZNF516",-1.29866545138887,0.0324181547619044,-13.2404002638473,3.8982849812478e-36,1.40015901143779e-33,71.2438246478995,"Down-regulado"
"ISG15",1.34346024305554,0.036599404761905,13.2247709766052,4.61524742632457e-36,1.62639577700875e-33,71.0770494064396,"Up-regulado"
"ARPC1B",1.31691545138888,0.0205678571428571,13.2134686133695,5.21416179673021e-36,1.80342407180611e-33,70.9565216264324,"Up-regulado"
"CDHR3",-1.33359305555554,0.0997226190476192,-13.2005461718606,5.99425854743271e-36,2.0355412161891e-33,70.8187959022196,"Down-regulado"
"CDK2AP1",1.36229531249999,-0.012306547619048,13.1952380069662,6.34742413686743e-36,2.11697929650487e-33,70.7622464472768,"Up-regulado"
"PIM1",1.26386770833332,-0.0700872023809526,13.1812282989339,7.38219995478277e-36,2.41890085185049e-33,70.6130648674911,"Up-regulado"
"USP53",-1.33648576388888,0.062563095238095,-13.1545344770634,9.84096776431396e-36,3.1689612919671e-33,70.3290906359743,"Down-regulado"
"CDKL1",-1.3055064236111,0.0825696428571428,-13.1463448720728,1.07475849038334e-35,3.40224819065925e-33,70.2420399849795,"Down-regulado"
"TTYH1",-1.30232274305554,0.0311747023809526,-13.138271971262,1.17226063164204e-35,3.64905196952972e-33,70.1562629714199,"Down-regulado"
"SH3BGRL3",1.31556822916665,-0.00424702380952332,13.1339723244464,1.22773473802012e-35,3.75908224622981e-33,70.1105913615925,"Up-regulado"
"CRYZ",-1.32632812499999,0.103174702380953,-13.1159933409624,1.48945261969868e-35,4.45399842513757e-33,69.9197167046395,"Down-regulado"
"COL1A1",1.34635572916666,0.180578869047619,13.1151881512661,1.50239278676269e-35,4.45399842513757e-33,69.9111722011024,"Up-regulado"
"PEA15",1.29819131944443,-0.0569208333333333,13.1009321814385,1.75095259056027e-35,5.10977211467098e-33,69.7599452509042,"Up-regulado"
"ADAM15",1.31854045138888,-0.236144047619048,13.0589916823315,2.74554412439191e-35,7.88900424788733e-33,69.31563987108,"Up-regulado"
"TNFRSF12A",1.28759305555554,-0.165695238095238,13.0545283410487,2.8800186861395e-35,8.15001651530719e-33,69.2684092266342,"Up-regulado"
"CDV3",1.2963142361111,-0.0628752976190481,13.0500448906335,3.02169977724282e-35,8.37886124774364e-33,69.2209760111186,"Up-regulado"
"ZMYND10",-1.31942604166666,0.115882738095238,-13.0491557660915,3.05061072359891e-35,8.37886124774364e-33,69.2115706262852,"Down-regulado"
"H2BC17",1.31896770833332,-0.0291416666666662,13.0387155658143,3.41140261553832e-35,9.23402415223323e-33,69.1011617083872,"Up-regulado"
"IGFBP2",1.26302812499999,-0.13233244047619,13.0204305273935,4.1485748977283e-35,1.10689904806959e-32,68.9079248710055,"Up-regulado"
"C9orf24",-1.31281354166665,0.0773562499999997,-13.0181998609521,4.24873071002936e-35,1.11765554184815e-32,68.8843628170103,"Down-regulado"
"ADAR",1.33434097222221,-0.0883791666666666,13.0126136644881,4.51023635243945e-35,1.16996783825711e-32,68.825368185002,"Up-regulado"
"ANLN",1.30422951388888,-0.0329788690476192,12.9883526657175,5.8449041133417e-35,1.4855934612318e-32,68.5693383769831,"Up-regulado"
"H2BC10",1.29585572916665,-0.0456389880952382,12.9876955927438,5.88605858173976e-35,1.4855934612318e-32,68.562408388645,"Up-regulado"
"ECHDC2",-1.33734652777777,0.042357738095238,-12.9776727001155,6.55079536486835e-35,1.63132273372862e-32,68.4567268588638,"Down-regulado"
"SUPT7L",1.37085677083332,-0.0984613095238097,12.9582624625603,8.05791480726074e-35,1.98023256388433e-32,68.2522118011265,"Up-regulado"
"H3C13",1.25910937499999,-0.143320238095238,12.9551709556416,8.32794836794601e-35,2.00562617165742e-32,68.2196561753659,"Up-regulado"
"YWHAG",1.27388871527777,-0.0634523809523812,12.9546311339621,8.37601549441981e-35,2.00562617165742e-32,68.2139719983152,"Up-regulado"
"UBE2C",1.2882079861111,-0.0851369047619045,12.9357610130206,1.02415995737128e-34,2.42129563592702e-32,68.0153690508957,"Up-regulado"
"VCAN",1.34272604166666,0.0704592261904766,12.9115421997702,1.325363295506e-34,3.09422628377069e-32,67.7607417701971,"Up-regulado"
"TSNAXIP1",-1.29488437499999,0.160611011904762,-12.9097901423992,1.35029873446468e-34,3.11352215599961e-32,67.7423330697098,"Down-regulado"
"CFL1",1.30228246527776,-0.0379502976190477,12.898993261646,1.51460301486869e-34,3.44978542789055e-32,67.6289263179467,"Up-regulado"
"HSPG2",1.3084798611111,-0.0849937499999999,12.8802451943205,1.84854807702043e-34,4.11154868409684e-32,67.4321464562924,"Up-regulado"
"DDX39A",1.25688958333332,-0.0724705357142859,12.8802133622481,1.84917325836127e-34,4.11154868409684e-32,67.4318125015727,"Up-regulado"
"FAXDC2",-1.30477499999999,0.178679464285714,-12.8572765418052,2.35903866708527e-34,5.18350178648843e-32,67.1913158683903,"Down-regulado"
"MTCH2",1.33357743055554,-0.102447023809523,12.84501124127,2.68682539991407e-34,5.83509744118546e-32,67.06282422671,"Up-regulado"
"GRN",1.29133472222221,-0.0322583333333329,12.8268241083371,3.25808413019074e-34,6.99439509190487e-32,66.8724394944302,"Up-regulado"
"ECT2",1.28888368055555,-0.0403910714285716,12.8241776089669,3.35072655762037e-34,7.11153635416769e-32,66.8447500444628,"Up-regulado"
"PRR29",-1.31387065972221,0.103061011904762,-12.819844817117,3.50809211162968e-34,7.36186925493342e-32,66.7994253609974,"Down-regulado"
"SAXO2",-1.3052986111111,0.0773175595238095,-12.8115657754938,3.82952558877882e-34,7.94711660240244e-32,66.7128468043594,"Down-regulado"
"ARL4C",1.2591470486111,-0.157186904761905,12.767363887963,6.11166276021079e-34,1.25436841068634e-31,66.2512096114115,"Up-regulado"
"H4C15",1.27194496527777,-0.0825874999999998,12.7650437527288,6.26330049585703e-34,1.27151808001219e-31,66.2270067799423,"Up-regulado"
"GLMP",1.29577239583332,-0.0610184523809522,12.7320555993674,8.87170852152884e-34,1.78168709738273e-31,65.8831919567489,"Up-regulado"
"TEKT1",-1.28880781249999,0.0941303571428572,-12.7265677170145,9.40020586771305e-34,1.86774090416252e-31,65.8260507406587,"Down-regulado"
"THEMIS2",1.26865937499999,-0.096633630952381,12.6979566098096,1.27069640804822e-33,2.4981891382228e-31,65.5284018533938,"Up-regulado"
"ATRX",1.2922079861111,-0.204891369047619,12.6951257847345,1.30913217401739e-33,2.54694391813778e-31,65.4989755261271,"Up-regulado"
"NPDC1",-1.28850503472221,-0.0836273809523811,-12.6871868112665,1.42320787394054e-33,2.74033540841107e-31,65.4164727718197,"Down-regulado"
"CFAP46",-1.28924305555554,0.166723511904762,-12.6651879655795,1.79365071910657e-33,3.41836882456667e-31,65.1880323994885,"Down-regulado"
"AGR2",-1.30526006944443,0.123105952380953,-12.6339237816783,2.49075610083831e-33,4.69897491872293e-31,64.863820373342,"Down-regulado"
"DLEC1",-1.29769531249999,0.054036011904762,-12.6155164176556,3.02120601188027e-33,5.64270646838878e-31,64.6731775346236,"Down-regulado"
"ROPN1L",-1.2861751736111,0.0956315476190479,-12.6107992815984,3.17435307244067e-33,5.87003884494796e-31,64.6243517661718,"Down-regulado"
"ACTR2",1.29218090277777,-0.0509571428571435,12.5952258657716,3.73694859251011e-33,6.84264596689326e-31,64.4632398799231,"Up-regulado"
"SERPINE1",1.28211493055554,-0.0351773809523809,12.578793455205,4.438403376726e-33,8.01867950164608e-31,64.2933817768577,"Up-regulado"
"MBOAT2",1.28862065972221,-0.0783491071428573,12.5782208291369,4.46507826830429e-33,8.01867950164608e-31,64.2874652724004,"Up-regulado"
"ACTL6A",1.28605989583332,0.000308630952381107,12.5613523490188,5.32664790819834e-33,9.43740846775255e-31,64.1132549345706,"Up-regulado"
"ATP5MG",1.31774409722221,-0.121951488095238,12.5608243185581,5.35613480527799e-33,9.43740846775255e-31,64.1078041234664,"Up-regulado"
"DNAH9",-1.26891545138888,0.107349404761905,-12.4889734594138,1.13366184218647e-32,1.97882263799222e-30,63.3674899035023,"Down-regulado"
"TMEM165",1.23575607638888,-0.12365744047619,12.475404757843,1.30569712942762e-32,2.2580097487333e-30,63.2279969425276,"Up-regulado"
"ODAD1",-1.2828626736111,0.0787678571428568,-12.4681716101852,1.40777681920193e-32,2.41220620662702e-30,63.1536772268218,"Down-regulado"
"STAT1",1.25322690972221,-0.0468824404761905,12.4506812451232,1.68862668948389e-32,2.86713460722643e-30,62.9740827263895,"Up-regulado"
"SGPL1",1.25676302083332,-0.032779464285714,12.4472750094613,1.74948597653414e-32,2.94370716970524e-30,62.9391260869732,"Up-regulado"
"SFRP2",1.31477638888888,0.146829761904762,12.4311864505981,2.06777108426242e-32,3.42718004514778e-30,62.7741015174126,"Up-regulado"
"BAIAP3",-1.26717065972221,0.0842398809523811,-12.4309190982161,2.07352007871553e-32,3.42718004514778e-30,62.7713603990792,"Down-regulado"
"HMGA1",1.26266249999999,-0.0191360119047621,12.4261020523188,2.17987077903252e-32,3.57135495964828e-30,62.7219786925978,"Up-regulado"
"PIFO",-1.28123593749999,0.083651488095238,-12.4124223413196,2.51240562045492e-32,4.08036519767274e-30,62.5818104853926,"Down-regulado"
"HYDIN",-1.28274913194443,0.0269738095238092,-12.3820302304445,3.4428600040561e-32,5.54330140480653e-30,62.2707639201133,"Down-regulado"
"FAM183A",-1.25004444444443,0.0912083333333332,-12.3720452448308,3.81790948420698e-32,6.09462354158409e-30,62.168682855114,"Down-regulado"
"TUBA4B",-1.25379809027776,0.14009494047619,-12.3642263543737,4.13974598920814e-32,6.5523759186814e-30,62.0887847336746,"Down-regulado"
"VWA3A",-1.27297708333332,0.0928738095238097,-12.35366579935,4.61767479944128e-32,7.24742119572813e-30,61.9809236183619,"Down-regulado"
"TMEM231",-1.27441475694443,0.0196175595238094,-12.3483929886999,4.87646082882289e-32,7.58980490832709e-30,61.9270921305708,"Down-regulado"
"CFAP43",-1.26808263888888,0.127131845238095,-12.3269840973702,6.08400096357761e-32,9.37534190395114e-30,61.7086794534879,"Down-regulado"
"GPX1",1.29584513888888,-0.091502380952381,12.3263485868234,6.12406549382684e-32,9.37534190395114e-30,61.7021998345919,"Up-regulado"
"GRB2",1.26090607638888,-0.00820178571428569,12.3189808295584,6.60816005964118e-32,1.00341955637332e-29,61.6270948790915,"Up-regulado"
"ANKRD42",-1.23620052083332,0.124714880952381,-12.3058276423648,7.56892143624623e-32,1.14003827149009e-29,61.4930887993964,"Down-regulado"
"ERICH3",-1.2451970486111,0.162813392857143,-12.2901087592578,8.900882981562e-32,1.32993433157307e-29,61.3330677165064,"Down-regulado"
"FAM3C",1.24216493055554,-0.0965925595238094,12.2595460138544,1.21939348459233e-31,1.80750889775643e-29,61.0223224502573,"Up-regulado"
"CAPS",-1.26130052083332,0.0174556547619049,-12.2465649030566,1.39361383983626e-31,2.04949021154502e-29,60.8904933762936,"Down-regulado"
"CFAP157",-1.25542638888888,0.0877080357142858,-12.2428324544154,1.44814243681126e-31,2.11304346033781e-29,60.8526058812989,"Down-regulado"
"DRC3",-1.25216180555554,0.0907279761904763,-12.2365655520961,1.54451201262387e-31,2.23618998912993e-29,60.7890088546652,"Down-regulado"
"SLC20A1",1.23740416666665,-0.0904755952380949,12.2312628068337,1.63101990009965e-31,2.34327374416625e-29,60.7352131226528,"Up-regulado"
"CIBAR2",-1.23313350694444,0.15601369047619,-12.1944338616663,2.38041943636321e-31,3.38817122683752e-29,60.3620171660479,"Down-regulado"
"COL4A1",1.26095104166666,0.0912419642857138,12.1938548790512,2.39459550218211e-31,3.38817122683752e-29,60.3561562071849,"Up-regulado"
"TMEM232",-1.24330607638888,0.13323005952381,-12.1873144063572,2.56068729088538e-31,3.59593658134333e-29,60.289960851569,"Down-regulado"
"CNDP2",-1.23355624999999,0.0954205357142859,-12.1855812480518,2.6065885649692e-31,3.63307870357685e-29,60.272423740275,"Down-regulado"
"LRRC10B",-1.22815243055554,0.12084375,-12.1837146697517,2.65693908128268e-31,3.67582601637901e-29,60.2535384729632,"Down-regulado"
"THY1",1.26840416666666,0.0225684523809521,12.172820891861,2.97069966501713e-31,4.07968806202389e-29,60.1433583486268,"Up-regulado"
"WDR38",-1.24004479166666,0.122053273809524,-12.1599655463566,3.38866069549738e-31,4.61970918319741e-29,60.0134237267435,"Down-regulado"
"TEAD4",1.25028489583332,-0.0703797619047621,12.1552142526537,3.55752208574017e-31,4.81477101415718e-29,59.9654235932152,"Up-regulado"
"SMIM14",-1.2214204861111,0.110851785714286,-12.1520717966509,3.67377744294439e-31,4.93634110085412e-29,59.9336837136808,"Down-regulado"
"WNT11",1.27156024305555,-0.117254464285714,12.1468093899936,3.87698318233515e-31,5.17217249260525e-29,59.8805439289833,"Up-regulado"
"PSMB6",1.2610939236111,-0.0739660714285719,12.1455653544491,3.92663232821153e-31,5.20125616978771e-29,59.8679839129882,"Up-regulado"
"CCDC78",-1.24772916666666,0.0932255952380951,-12.1411596780279,4.10760205843052e-31,5.40265377783851e-29,59.8235103164414,"Down-regulado"
"DHRS1",1.22645607638888,-0.220418154761905,12.1351930947043,4.3659815243615e-31,5.68189090893803e-29,59.7632972266262,"Up-regulado"
"MYBL2",1.1995892361111,-0.0587392857142862,12.1348627981121,4.38074793000523e-31,5.68189090893803e-29,59.7599645459733,"Up-regulado"
"AR",-1.21496284722221,0.0238797619047614,-12.1109859910817,5.59088872550655e-31,7.20145025698522e-29,59.5192098079348,"Down-regulado"
"PDCD5",1.20993229166666,-0.118027380952381,12.109245237087,5.69113038911429e-31,7.28035906010189e-29,59.5016698899571,"Up-regulado"
"H2BS1",1.2529439236111,-0.0644464285714284,12.0990467845601,6.31537208552014e-31,8.01710858170113e-29,59.3989438726795,"Up-regulado"
"PSMD2",1.22766197916666,0.0160934523809522,12.0984659794011,6.352905017357e-31,8.01710858170113e-29,59.3930953450174,"Up-regulado"
"TUBA1C",1.23841093749999,-0.114782142857143,12.0894198140632,6.96696064964447e-31,8.73301503714159e-29,59.3020276559912,"Up-regulado"
"EFCAB1",-1.23411128472221,0.187409226190476,-12.074503461913,8.11098545503824e-31,1.00820959891186e-28,59.1519650065745,"Down-regulado"
"NCAPD2",1.21696440972221,-0.0822005952380954,12.0740182381974,8.15118324333092e-31,1.00820959891186e-28,59.1470856171289,"Up-regulado"
"LAMB1",1.24125590277777,-0.0198988095238101,12.0515791448158,1.02434758924419e-30,1.2586671002838e-28,58.9215834767585,"Up-regulado"
"PLA2G6",-1.22865434027777,0.0733374999999991,-12.0343126097629,1.22100458322364e-30,1.49050343796522e-28,58.748255827551,"Down-regulado"
"DNAJB11",1.21918645833332,-0.0198675595238091,12.0237519590665,1.35934625715517e-30,1.64860454836929e-28,58.6423269977619,"Up-regulado"
"CCDC17",-1.25776614583332,0.106958928571429,-12.0208920149837,1.39942196869831e-30,1.68625832963731e-28,58.6136510872118,"Down-regulado"
"RPN2",1.22250711805554,-0.0762636904761905,12.0086710786823,1.5843355353919e-30,1.89683556375093e-28,58.4911669504203,"Up-regulado"
"CFAP52",-1.2320532986111,0.124146428571429,-12.0002707844396,1.72533780669615e-30,2.05249262520152e-28,58.4070240396595,"Down-regulado"
"SLC52A2",1.18941927083332,-0.0295848214285714,11.9825346953302,2.06535582256098e-30,2.44143358847921e-28,58.2294986472565,"Up-regulado"
"YWHAQ",1.24863229166665,-0.0557479166666668,11.9703939951613,2.33574605569268e-30,2.7436936529668e-28,58.1080816868592,"Up-regulado"
"C22orf15",-1.18582309027776,0.171722916666667,-11.9571506390317,2.67096299599092e-30,3.11784849225765e-28,57.9757325213331,"Down-regulado"
"DNAI1",-1.21882326388888,0.151794047619048,-11.955463897902,2.71695726814539e-30,3.15183918615848e-28,57.9588830011771,"Down-regulado"
"CFAP70",-1.22781666666666,0.0801532738095237,-11.9537298392948,2.7650629581236e-30,3.18784449807867e-28,57.9415624913171,"Down-regulado"
"ACSL5",-1.20477118055554,0.084445535714286,-11.9380905943408,3.23903312182252e-30,3.71137555928093e-28,57.7854282489942,"Down-regulado"
"MRPL47",1.22490104166665,-0.0186663690476193,11.9373441450327,3.26357335370223e-30,3.71669265409125e-28,57.7779795545539,"Up-regulado"
"MAN2B1",1.18505850694443,0.0258431547619043,11.9263285568025,3.64797420176919e-30,4.12928570705716e-28,57.6680936561453,"Up-regulado"
"HOXB3",-1.17761857638888,0.140071428571429,-11.9226943659955,3.78441959833617e-30,4.25659798151529e-28,57.631855963953,"Down-regulado"
"MEX3A",1.21256527777777,-0.10381875,11.9221308090578,3.80602807149464e-30,4.25659798151529e-28,57.626237228668,"Up-regulado"
"CFAP65",-1.20614444444443,0.169460119047619,-11.9005847941735,4.73096950165754e-30,5.25954270133678e-28,57.4115563643546,"Down-regulado"
"H4C8",1.23439427083332,-0.0378264880952382,11.8999331459913,4.76218000615534e-30,5.2629133712996e-28,57.4050675744346,"Up-regulado"
"THRA",-1.20508819444443,0.0528544642857142,-11.8938568697073,5.06323722892841e-30,5.56271068968799e-28,57.3445746860603,"Down-regulado"
"H2AC12",1.21030937499999,-0.0625407738095238,11.8880529290768,5.36845134506057e-30,5.86354185799394e-28,57.2868127361918,"Up-regulado"
"CALU",1.20084201388888,0.000912202380952222,11.8753647799635,6.10088705061228e-30,6.61436222449041e-28,57.1606048099285,"Up-regulado"
"H2AC13",1.19716493055554,-0.071828273809524,11.874945682032,6.12670485001253e-30,6.61436222449041e-28,57.156437648675,"Up-regulado"
"CCDC187",-1.24379184027777,0.140652083333334,-11.8624103166588,6.95123014792075e-30,7.46138652142045e-28,57.0318428433622,"Down-regulado"
"UBXN10",-1.21948177083332,0.0550863095238098,-11.8570619498665,7.3357702243707e-30,7.82915317031837e-28,56.9787103175968,"Down-regulado"
"ULK4",-1.22619218749999,0.1137875,-11.8533533872731,7.61475755568667e-30,8.08072879929318e-28,56.9418777917464,"Down-regulado"
"H3C3",1.20464184027777,-0.0351327380952383,11.8514849777206,7.75928536988526e-30,8.18758038719475e-28,56.9233241952117,"Up-regulado"
"USP17L11",-1.18413593749999,0.137499107142857,-11.8376360092541,8.91907593412848e-30,9.3585157989729e-28,56.7858641779365,"Down-regulado"
"PXDN",1.2211470486111,0.0743336309523808,11.8304304713196,9.58910023541835e-30,1.00053421841848e-27,56.7143880409621,"Up-regulado"
"CAPSL",-1.20947916666665,0.098035119047619,-11.8276045484624,9.8653335648823e-30,1.02363797217393e-27,56.6863641207305,"Down-regulado"
"PTBP1",1.2071673611111,-0.250609226190476,11.822624571193,1.03715188947794e-29,1.07021468728064e-27,56.6369901824915,"Up-regulado"
"DNAAF1",-1.21223784722221,0.0873267857142857,-11.8198072163535,1.06692383837677e-29,1.09488662249246e-27,56.609063854502,"Down-regulado"
"CCN1",1.20639461805554,-0.199310714285714,11.8030371041873,1.26256638055372e-29,1.2885766278471e-27,56.4429287245525,"Up-regulado"
"DNAH11",-1.21802569444443,0.136188988095238,-11.8003131254236,1.2975516757122e-29,1.3170854699607e-27,56.4159585773614,"Down-regulado"
"CFAP100",-1.23106840277777,0.109294047619048,-11.7977958010844,1.33073908023819e-29,1.34347101630317e-27,56.3910383162234,"Down-regulado"
"UBE2L6",1.20783402777777,-0.0489526785714291,11.7838543256183,1.53041351018771e-29,1.5367490929987e-27,56.2530907224133,"Up-regulado"
"ATP13A3",1.15609513888888,-0.0824369047619046,11.7822591547035,1.55508007022919e-29,1.55316740490217e-27,56.2373140268703,"Up-regulado"
"KIAA0825",-1.18697430555554,0.109890476190476,-11.7571804665504,1.99912371570707e-29,1.98604434246069e-27,55.9894716684005,"Down-regulado"
"MT2A",1.17079270833332,-0.031678571428572,11.7558917839456,2.02507409267354e-29,2.00118036131554e-27,55.9767459614086,"Up-regulado"
"EMP1",1.17481006944443,-0.090223511904762,11.7321147221012,2.56869824465098e-29,2.52503037449191e-27,55.7421204820586,"Up-regulado"
"MPZL1",1.2038220486111,-0.0746663690476193,11.7270353065737,2.70244224272988e-29,2.64259234384638e-27,55.6920406466316,"Up-regulado"
"EFCAB6",-1.1854657986111,0.148416666666667,-11.7204227369204,2.88697846189035e-29,2.80833837149615e-27,55.6268672850716,"Down-regulado"
"FAM166B",-1.19862378472221,0.122795238095238,-11.7145302993424,3.06194434573538e-29,2.9631054168549e-27,55.5688128984784,"Down-regulado"
"DNAAF3",-1.2099189236111,0.0300773809523809,-11.7057374959236,3.34281893019879e-29,3.21823861645994e-27,55.4822205453518,"Down-regulado"
"CES4A",-1.19080104166666,0.106293154761905,-11.7051149455663,3.36364988277622e-29,3.22168660823649e-27,55.4760913126154,"Down-regulado"
